school_district,school_name,K_enroll,MMR_pct_vac,MMR_pct_nodoses,MMR_pct_nonmedical,MMR_pct_medical,notes
SOUTHWEST METRO INTERMEDIATE,SW METRO LEVEL 4 PROGRAMS,,,,,,Enrollment < 5
ST. CLOUD,GRANITE CITY BAPTIST ACADEMY,,,,,,Enrollment < 5
ST. CLOUD,IMMACULATE CONCEPTION,,,,,,Enrollment < 5
ST. CLOUD,NORTHLAND CHRISTIAN SCHOOL,,,,,,Enrollment < 5
ST. CLOUD,ST ROBERT BELLARMINE ACADEMY,,,,,,Enrollment < 5
ST. CLOUD,ST WENDELIN,,,,,,Enrollment < 5
ST. LOUIS PARK,THE FRENCH ACADEMY OF MINNESOTA,,,,,,Enrollment < 5
ST. PAUL,CHILDRENS CENTER MONTESSORI I,,,,,,Enrollment < 5
ST. PAUL,LUBAVITCH CHEDAR DAY SCHOOL,,,,,,Enrollment < 5
ST. PAUL,TALMUD TORAH,,,,,,Enrollment < 5
ST. PETER,ST PETER EVANGELICAL LUTHERAN,,,,,,Enrollment < 5
TRI-COUNTY,HERITAGE CHRISTIAN,,,,,,Enrollment < 5
UNITED SOUTH CENTRAL,ST CASIMIR,,,,,,Enrollment < 5
WALKER-HACKENSACK-AKELEY,IMMANUEL LUTHERAN SCHOOL,,,,,,Enrollment < 5
WARROAD,ANGLE INLET EL.,,,,,,Enrollment < 5
WATERVILLE-ELYSIAN-MORRISTOWN,TRINITY LUTHERAN SCHOOL,,,,,,Enrollment < 5
WEST CENTRAL AREA,DESTINY ACADEMY,,,,,,Enrollment < 5
ZUMBRO EDUCATION DISTRICT,ZUMBRO ED DIST FUTURES/CHOICES,,,,,,Enrollment < 5
