school_district,school_name,K_enroll,DTAP_pct_vac,DTAP_partial_nodoses,DTAP_pct_nonmedical,DTAP_pct_medical,POLIO_pct_vac,POLIO_partial_nodoses,POLIO_pct_nonmedical,POLIO_pct_medical,MMR_pct_vac,MMR_pct_nodoses,MMR_pct_nonmedical,MMR_pct_medical,HEPB_pct_vac,HEPB_pct_partial_nodoses,HEPB_pct_nonmedical,HEPB_pct_medical,VARICEL_pct_vac,VARICEL_partial_nodoses,VARICEL_pct_disease_history,VARICEL_pct_nonmedical,VARICEL_pct_medical,category
DULUTH,LOWELL EL.,96,0.9271,0.0729,0,0,0.8958,0.0938,0.0104,0,0.9300,0.0729,0,0,0.8958,0.0833,0.0208,0,0.8646,0.1042,0,0.0208,0.0104,low(85-95)
SOUTH WASHINGTON COUNTY,CRESTVIEW EL.,55,0.9273,0.0727,0,0,0.9636,0.0364,0,0,0.9300,0.0364,0.0364,0,0.9818,0.0182,0,0,0.9455,0.0364,0,0.0182,0,low(85-95)
NOBLE ACADEMY,NOBLE ACADEMY,110,0.9091,0.0909,0,0,0.9364,0.0636,0,0,0.9300,0.0727,0,0,0.9727,0.0273,0,0,0.9182,0.0727,0.0091,0,0,low(85-95)
GRAND RAPIDS,COHASSET EL.,69,0.971,0.0145,0.0145,0,0.971,0,0.029,0,0.9300,0.029,0.0435,0,0.9565,0,0.0435,0,0.9275,0.029,0,0.0435,0,low(85-95)
PRIOR LAKE-SAVAGE AREA SCHOOLS,FIVE HAWKS EL.,97,0.9381,0.0412,0.0206,0,0.9381,0.0412,0.0206,0,0.9300,0.0412,0.0206,0.0103,0.9691,0.0103,0.0206,0,0.9381,0.0412,0,0.0206,0,low(85-95)
HASTINGS,ST JOHN THE BAPTIST-VERMILLION,14,0.9286,0,0.0714,0,0.9286,0,0.0714,0,0.9300,0,0.0714,0,0.9286,0,0.0714,0,0.9286,0,0,0.0714,0,low(85-95)
CHISAGO LAKES,TAYLORS FALLS EL.,56,0.9107,0.0179,0.0714,0,0.9286,0,0.0714,0,0.9300,0,0.0714,0,0.9286,0,0.0714,0,0.9286,0,0,0.0714,0,low(85-95)
EDEN PRAIRIE,FOREST HILLS EL.,98,0.9694,0,0.0306,0,0.9592,0,0.0408,0,0.9300,0,0.0612,0.0102,0.9694,0,0.0306,0,0.9592,0,0.0102,0.0306,0,low(85-95)
GLENCOE-SILVER LAKE,LINCOLN EL.,98,0.9286,0.0204,0.051,0,0.9286,0.0102,0.0408,0.0204,0.9300,0.0204,0.051,0,0.9592,0,0.0408,0,0.9184,0.0306,0,0.051,0,low(85-95)
WEST CENTRAL AREA,WEST CENTRAL AREA NORTH ELEMENTARY,28,0.9286,0.0357,0.0357,0,0.9643,0,0.0357,0,0.9300,0.0357,0.0357,0,0.9643,0,0.0357,0,0.8929,0.0357,0,0.0714,0,low(85-95)
ROSEMOUNT-APPLE VALLEY-EAGAN,PARKVIEW EL.,154,0.9351,0.039,0.026,0,0.9416,0.0325,0.026,0,0.9300,0.0455,0.026,0,0.9675,0.0065,0.026,0,0.9221,0.0455,0.0065,0.026,0,low(85-95)
MOOSE LAKE,MOOSE LAKE EL.,56,0.9286,0.0536,0.0179,0,0.9286,0.0536,0.0179,0,0.9300,0.0536,0.0179,0,0.9286,0.0536,0.0179,0,0.9286,0.0536,0,0.0179,0,low(85-95)
HENDRICKS,HENDRICKS PUBLIC SCHOOL,14,0.9286,0.0714,0,0,0.9286,0.0714,0,0,0.9300,0.0714,0,0,0.8571,0.1429,0,0,0.9286,0.0714,0,0,0,low(85-95)
ROCHESTER,ROCHESTER ARTS AND SCIENCE ACADEMY,14,0.9286,0.0714,0,0,0.9286,0.0714,0,0,0.9300,0.0714,0,0,1,0,0,0,0.9286,0.0714,0,0,0,low(85-95)
HOUSTON,HOUSTON EL.,28,0.8929,0.1071,0,0,0.9286,0.0714,0,0,0.9300,0.0714,0,0,0.9643,0.0357,0,0,0.9286,0.0714,0,0,0,low(85-95)
ELK RIVER,LINCOLN EL.,113,0.9292,0,0.0708,0,0.9292,0,0.0708,0,0.9300,0,0.0708,0,0.9735,0,0.0265,0,0.9204,0,0.0088,0.0708,0,low(85-95)
DULUTH,PIEDMONT EL.,99,0.9293,0.0101,0.0606,0,0.9293,0.0101,0.0606,0,0.9300,0.0101,0.0606,0,0.9293,0.0101,0.0606,0,0.9293,0.0101,0.0202,0.0404,0,low(85-95)
NORTHFIELD,GREENVALE PARK EL.,85,0.9176,0.0353,0.0471,0,0.9412,0.0118,0.0471,0,0.9300,0.0118,0.0588,0,0.9294,0.0353,0.0353,0,0.9294,0.0118,0,0.0588,0,low(85-95)
ST. LOUIS PARK,AQUILA EL.,100,0.97,0.01,0.02,0,0.97,0.01,0.02,0,0.9300,0.05,0.02,0,0.98,0,0.02,0,0.93,0.05,0,0.02,0,low(85-95)
LAKE PARK-AUDUBON,LAKE PARK ELEMENTARY,43,0.9302,0,0.0698,0,0.9302,0,0.0698,0,0.9300,0,0.0698,0,0.9767,0.0233,0,0,0.9302,0,0,0.0698,0,low(85-95)
EDINA,CREEK VALLEY EL.,86,0.9419,0,0.0581,0,0.9419,0,0.0581,0,0.9300,0,0.0698,0,0.9535,0,0.0465,0,0.9419,0,0,0.0581,0,low(85-95)
FOSSTON,MAGELSSEN EL.,43,0.907,0.0465,0.0465,0,0.9302,0.0233,0.0465,0,0.9300,0.0233,0.0465,0,0.9535,0,0.0465,0,0.9302,0.0233,0,0.0465,0,low(85-95)
SEVEN HILLS CLASSICAL ACADEMY,SEVEN HILLS PREPATORY ACADEMY - UPPER,43,0.9302,0.0233,0.0465,0,0.9302,0.0233,0.0465,0,0.9300,0.0233,0.0465,0,0.9302,0.0233,0.0465,0,0.9302,0.0233,0,0.0465,0,low(85-95)
MINNEAPOLIS,WHITTIER PARK INTERNATIONAL EL.,86,0.9186,0.0814,0,0,0.907,0.093,0,0,0.9300,0.0698,0,0,0.9767,0.0233,0,0,0.9419,0.0581,0,0,0,low(85-95)
BELLE PLAINE,CHATFIELD ELEMENTARY,144,0.9236,0.0139,0.0556,0.0069,0.9306,0,0.0625,0.0069,0.9300,0,0.0625,0.0069,0.9722,0.0069,0.0208,0,0.9306,0.0069,0,0.0556,0.0069,low(85-95)
ANNANDALE,ANNANDALE EL,145,0.9379,0,0.0621,0,0.931,0,0.069,0,0.9300,0,0.069,0,0.9448,0,0.0552,0,0.931,0,0.0069,0.0621,0,low(85-95)
ROSEMOUNT-APPLE VALLEY-EAGAN,NORTHVIEW EL.,87,0.9655,0.0115,0.023,0,0.9425,0.0115,0.046,0,0.9300,0.0115,0.0575,0,0.954,0,0.046,0,0.931,0.0115,0,0.0575,0,low(85-95)
NORTH ST PAUL-MAPLEWOOD,RICHARDSON EL.,87,0.9425,0.0345,0.023,0,0.9425,0.0345,0.023,0,0.9300,0.023,0.046,0,0.9425,0.023,0.0345,0,0.9195,0.023,0,0.046,0.0115,low(85-95)
OSSEO,OAK VIEW EL.,87,0.9425,0.0115,0.046,0,0.9425,0.0115,0.046,0,0.9300,0.023,0.046,0,0.9195,0.0115,0.069,0,0.931,0.0115,0,0.0575,0,low(85-95)
RICHFIELD,BLESSED TRINITY-PENN CAMPUS,29,0.931,0.0345,0,0.0345,0.8966,0.1034,0,0,0.9300,0.0345,0,0.0345,0.8966,0.069,0,0.0345,0.8966,0.069,0,0,0.0345,low(85-95)
BECKER,BECKER PRIMARY SCHOOL,204,0.9265,0.0196,0.0539,0,0.9314,0.0049,0.0637,0,0.9300,0.0049,0.0637,0,0.9314,0.0049,0.0637,0,0.9069,0.0147,0,0.0784,0,low(85-95)
WEST ST. PAUL-MENDOTA HTS.-EAGAN,MENDOTA EL.,88,0.9545,0.0114,0.0341,0,0.9545,0.0114,0.0341,0,0.9300,0.0227,0.0455,0,0.9432,0.0114,0.0455,0,0.9318,0.0227,0,0.0455,0,low(85-95)
OSSEO,FERNBROOK EL.,119,0.9244,0,0.0756,0,0.9412,0,0.0588,0,0.9300,0,0.0672,0,0.958,0,0.042,0,0.9328,0,0,0.0672,0,low(85-95)
ELLSWORTH,ELLSWORTH EL.,15,0.9333,0,0.0667,0,0.9333,0,0.0667,0,0.9300,0,0.0667,0,0.9333,0,0.0667,0,0.9333,0,0,0.0667,0,low(85-95)
MORRIS AREA PUBLIC SCHOOLS,ST. MARY CATHOLIC SCHOOL,15,0.9333,0,0.0667,0,0.9333,0,0.0667,0,0.9300,0,0.0667,0,0.8667,0.0667,0.0667,0,0.8667,0,0,0.1333,0,low(85-95)
CHASKA,LA ACADEMIA,75,0.9333,0,0.0667,0,0.9333,0,0.0667,0,0.9300,0,0.0667,0,0.9467,0,0.0533,0,0.9333,0,0,0.0667,0,low(85-95)
ELK RIVER,MEADOWVALE EL.,90,0.9111,0.0111,0.0778,0,0.9222,0,0.0778,0,0.9300,0,0.0667,0,0.9333,0,0.0667,0,0.9333,0,0,0.0667,0,low(85-95)
JORDAN,JORDAN EL.,120,0.9417,0,0.0583,0,0.9333,0,0.0583,0.0083,0.9300,0,0.0583,0.0083,0.9667,0,0.0333,0,0.925,0,0,0.0583,0.0167,low(85-95)
ST CROIX PREPARATORY ACADEMY,ST CROIX PREPARATORY ACADEMY,90,0.9333,0.0111,0.0556,0,0.9333,0.0111,0.0556,0,0.9300,0.0111,0.0556,0,0.9333,0.0111,0.0556,0,0.9333,0.0111,0,0.0556,0,low(85-95)
ALEXANDRIA,LINCOLN EL.,75,0.92,0.04,0.04,0,0.9333,0.0267,0.04,0,0.9300,0.0267,0.04,0,0.9467,0.0267,0.0267,0,0.9333,0.0267,0,0.04,0,low(85-95)
ROCHESTER,WASHINGTON EL.,60,0.95,0.0333,0.0167,0,0.95,0,0.0333,0.0167,0.9300,0.05,0.0167,0,0.9833,0,0.0167,0,0.9167,0.05,0.0167,0.0167,0,low(85-95)
MINNEAPOLIS,POPE JOHN PAUL II,15,0.9333,0.0667,0,0,0.9333,0.0667,0,0,0.9300,0.0667,0,0,0.9333,0.0667,0,0,0.9333,0.0667,0,0,0,low(85-95)
PRINCETON,PRINCETON PRIMARY SCHOOL  K-2,241,0.9378,0.029,0.0332,0,0.9378,0.029,0.0332,0,0.9300,0.029,0.0373,0,0.9502,0.0124,0.0373,0,0.9253,0.0332,0,0.0415,0,low(85-95)
BEMIDJI,LINCOLN EL.,76,0.9211,0.0526,0.0263,0,0.9342,0.0395,0.0263,0,0.9300,0.0395,0.0263,0,1,0,0,0,0.9342,0.0395,0,0.0263,0,low(85-95)
WHITE BEAR LAKE,MATOSKA INTERNATIONAL,92,0.9239,0.0109,0.0652,0,0.9348,0,0.0652,0,0.9300,0,0.0652,0,0.9674,0,0.0326,0,0.9348,0,0,0.0652,0,low(85-95)
SOUTH WASHINGTON COUNTY,NEWPORT EL.,46,0.9565,0.0217,0.0217,0,0.9565,0.0217,0.0217,0,0.9300,0.0435,0.0217,0,0.9783,0,0.0217,0,0.9348,0.0435,0,0.0217,0,low(85-95)
MINNEAPOLIS,LAKE COUNTRY,31,0.9355,0,0.0645,0,0.9355,0,0.0645,0,0.9400,0,0.0645,0,0.9355,0,0.0645,0,0.9355,0,0,0.0645,0,low(85-95)
CHASKA,VICTORIA ELEMENTARY SCHOOL,124,0.9435,0.0161,0.0403,0,0.9516,0.0161,0.0323,0,0.9400,0.0161,0.0484,0,0.9677,0.0161,0.0161,0,0.9355,0.0242,0,0.0403,0,low(85-95)
MINNEAPOLIS,ASCENSION,31,0.9032,0.0968,0,0,0.9032,0.0968,0,0,0.9400,0.0645,0,0,1,0,0,0,0.9355,0.0645,0,0,0,low(85-95)
BEACON ACADEMY,BEACON ACADEMY,78,0.9359,0.0128,0.0513,0,0.9359,0.0128,0.0513,0,0.9400,0.0128,0.0513,0,0.9359,0.0128,0.0513,0,0.9359,0.0128,0,0.0513,0,low(85-95)
PINE ISLAND,PINE ISLAND EL.,141,0.9433,0.0071,0.0496,0,0.9433,0.0071,0.0496,0,0.9400,0.0071,0.0567,0,0.9433,0.0071,0.0496,0,0.9291,0.0071,0.0071,0.0567,0,low(85-95)
WAYZATA,OAKWOOD EL.,94,0.9574,0.0213,0.0213,0,0.9574,0.0213,0.0213,0,0.9400,0.0426,0.0213,0,0.9894,0,0.0106,0,0.9468,0.0213,0,0.0319,0,low(85-95)
SOUTH WASHINGTON COUNTY,COTTAGE GROVE ELEMENTARY,63,0.9365,0,0.0635,0,0.9524,0,0.0476,0,0.9400,0,0.0635,0,0.9524,0,0.0476,0,0.9206,0,0.0159,0.0635,0,low(85-95)
SPRING LAKE PARK,PARK TERRACE EL.,142,0.9437,0.0141,0.0423,0,0.9577,0,0.0423,0,0.9400,0.0141,0.0493,0,0.9648,0,0.0352,0,0.9648,0.007,0,0.0282,0,low(85-95)
MINNEAPOLIS,KENNY ELEMENTARY,79,0.9367,0.0633,0,0,0.9367,0.0633,0,0,0.9400,0.0633,0,0,0.9494,0.0506,0,0,0.9494,0.0506,0,0,0,low(85-95)
LAKES INTERNATIONAL LANGUAGE ACADEMY,LAKES INTERNATIONAL LANGUAGE ACADEMY,127,0.9291,0.0157,0.0551,0,0.937,0.0079,0.0551,0,0.9400,0.0079,0.0551,0,0.937,0,0.063,0,0.9449,0,0,0.0551,0,low(85-95)
LESUEUR-HENDERSON,ST ANNES,16,0.9375,0,0.0625,0,0.9375,0,0.0625,0,0.9400,0,0.0625,0,0.9375,0,0.0625,0,0.9375,0,0,0.0625,0,low(85-95)
WIN-E-MAC,WIN-E-MAC SCHOOL,32,0.9063,0,0.0938,0,0.9063,0,0.0938,0,0.9400,0,0.0625,0,0.9375,0,0.0625,0,0.9063,0,0,0.0938,0,low(85-95)
ROBBINSDALE,ROBBINSDALE STEAM,64,0.9375,0,0.0625,0,0.9375,0,0.0625,0,0.9400,0,0.0625,0,0.9375,0,0.0625,0,0.9375,0,0,0.0625,0,low(85-95)
BURNSVILLE,SIOUX TRAIL EL.,48,0.9167,0,0.0833,0,0.9167,0,0.0833,0,0.9400,0.0208,0.0417,0,0.9375,0,0.0625,0,0.9375,0,0,0.0625,0,low(85-95)
BUFFALO,MONTROSE EL.,64,0.9375,0.0313,0.0313,0,0.9531,0.0156,0.0313,0,0.9400,0.0313,0.0313,0,0.9531,0.0156,0.0313,0,0.9375,0.0156,0.0156,0.0313,0,low(85-95)
NORTH ST PAUL-MAPLEWOOD,CASTLE EL.,80,0.95,0.025,0.025,0,0.95,0.025,0.025,0,0.9400,0.025,0.025,0.0125,0.9875,0,0.0125,0,0.95,0.025,0,0.025,0,low(85-95)
ST. CLOUD,PRINCE OF PEACE LUTHERAN,16,0.9375,0.0625,0,0,0.9375,0.0625,0,0,0.9400,0.0625,0,0,0.9375,0.0625,0,0,0.9375,0.0625,0,0,0,low(85-95)
DETROIT LAKES,ROOSEVELT EL.,113,0.9292,0.0354,0.0354,0,0.9292,0.0354,0.0354,0,0.9400,0.0265,0.0354,0,0.9646,0,0.0354,0,0.9292,0.0354,0,0.0354,0,low(85-95)
WHITE BEAR LAKE,WILLOW LANE EL.,81,0.963,0.0123,0.0247,0,0.9506,0.0123,0.037,0,0.9400,0.0123,0.037,0.0123,1,0,0,0,0.9506,0.0123,0,0.037,0,low(85-95)
BLOOMINGTON,OAK GROVE EL.,65,0.9538,0.0154,0.0308,0,0.9692,0,0.0308,0,0.9400,0.0308,0.0308,0,0.9846,0,0.0154,0,0.9385,0.0308,0,0.0308,0,low(85-95)
PRIOR LAKE-SAVAGE AREA SCHOOLS,WESTWOOD EL.,65,0.9692,0.0154,0.0154,0,0.9846,0,0.0154,0,0.9400,0.0154,0.0154,0.0308,0.9692,0.0154,0.0154,0,0.9692,0.0154,0,0,0.0154,low(85-95)
TRI-CITY UNITED SCHOOL DISTRICT,LONSDALE K-4,49,0.9388,0,0.0612,0,0.9388,0,0.0612,0,0.9400,0,0.0612,0,0.9388,0,0.0612,0,0.9388,0,0,0.0612,0,low(85-95)
ANOKA-HENNEPIN,UNIVERSITY EL.,98,0.9388,0.0204,0.0408,0,0.9592,0.0102,0.0306,0,0.9400,0.0102,0.051,0,0.9592,0.0102,0.0306,0,0.9388,0.0204,0,0.0408,0,low(85-95)
MINNEAPOLIS,LYNDALE EL.,82,0.9146,0.0488,0.0366,0,0.9268,0.0366,0.0366,0,0.9400,0.0122,0.0488,0,0.939,0.0244,0.0366,0,0.9024,0.061,0,0.0366,0,low(85-95)
EDEN PRAIRIE,EDEN LAKE EL.,115,0.9565,0.0261,0.0174,0,0.9739,0.0087,0.0174,0,0.9400,0,0.0435,0.0174,0.9826,0,0.0087,0.0087,0.9478,0.0174,0.0087,0.0261,0,low(85-95)
EDEN PRAIRIE,EAGLE HEIGHTS SPANISH IMMERSION SCHOOL,132,0.9394,0.0076,0.053,0,0.9394,0.0076,0.053,0,0.9400,0,0.053,0.0076,0.947,0,0.053,0,0.9242,0.0076,0.0227,0.0455,0,low(85-95)
CAMBRIDGE-ISANTI,SCHOOL FOR ALL SEASONS,33,0.9394,0.0303,0.0303,0,0.9394,0.0303,0.0303,0,0.9400,0.0303,0.0303,0,0.9697,0,0.0303,0,0.9394,0.0303,0,0.0303,0,low(85-95)
MINNEAPOLIS,HALE EL.,132,0.947,0.0455,0.0076,0,0.947,0.0455,0.0076,0,0.9400,0.0455,0.0152,0,0.9697,0.0227,0.0076,0,0.9318,0.0606,0,0.0076,0,low(85-95)
MINNESOTA TRANSITIONS CHARTER SCH,BANAADIR ACADEMY K-8,33,0.9697,0.0303,0,0,0.9697,0.0303,0,0,0.9400,0.0606,0,0,0.9697,0.0303,0,0,0.8788,0.1212,0,0,0,low(85-95)
LAKE CITY,BLUFF VIEW EL.,83,0.9398,0,0.0602,0,0.9277,0.012,0.0602,0,0.9400,0,0.0602,0,0.9639,0,0.0361,0,0.9157,0.012,0.012,0.0602,0,low(85-95)
CANBY,CANBY EL.,50,0.94,0,0.06,0,0.96,0,0.04,0,0.9400,0,0.06,0,0.98,0,0.02,0,0.94,0,0,0.06,0,low(85-95)
CHASKA,ST HUBERT CATHOLIC SCHOOL,50,0.94,0,0.06,0,0.94,0,0.06,0,0.9400,0,0.06,0,0.94,0,0.06,0,0.94,0,0,0.06,0,low(85-95)
ROCHESTER,LINCOLN AT MANN EL.,50,0.96,0,0.04,0,0.96,0,0.04,0,0.9400,0,0.06,0,0.96,0,0.04,0,0.96,0,0,0.04,0,low(85-95)
FOREST LAKE,FOREST VIEW EL.,100,0.95,0.03,0.02,0,0.94,0.04,0.02,0,0.9400,0.04,0.02,0,0.98,0,0.02,0,0.93,0.05,0,0.02,0,low(85-95)
MAHTOMEDI,WILDWOOD EL.,184,0.9457,0.0054,0.0489,0,0.9457,0.0054,0.0489,0,0.9400,0.0109,0.0489,0,0.9565,0.0054,0.038,0,0.9402,0.0109,0,0.0435,0.0054,low(85-95)
LAKEVILLE,EASTVIEW EL.,101,0.9505,0,0.0495,0,0.9505,0,0.0495,0,0.9400,0,0.0594,0,0.9604,0,0.0396,0,0.9505,0,0,0.0495,0,low(85-95)
OSSEO,RICE LAKE EL.,118,0.9576,0,0.0424,0,0.9576,0,0.0424,0,0.9400,0.0085,0.0508,0,0.9746,0,0.0254,0,0.9322,0.0085,0.0085,0.0508,0,low(85-95)
MINNEAPOLIS,TRINITY FIRST LUTHERAN,17,0.9412,0,0.0588,0,0.9412,0,0.0588,0,0.9400,0,0.0588,0,0.9412,0,0.0588,0,0.9412,0,0,0.0588,0,low(85-95)
OSSEO,ST JOHNS LUTHERAN,17,0.9412,0,0.0588,0,0.9412,0,0.0588,0,0.9400,0,0.0588,0,0.8824,0,0.1176,0,0.9412,0,0,0.0588,0,low(85-95)
WHITE BEAR LAKE,FIRST LUTHERAN MAGNESON SCHOOL,17,0.8824,0.0588,0.0588,0,0.8824,0.0588,0.0588,0,0.9400,0,0.0588,0,1,0,0,0,0.8824,0,0.0588,0.0588,0,low(85-95)
MANKATO,ROOSEVELT EL.,68,0.9412,0,0.0588,0,0.9706,0,0.0294,0,0.9400,0,0.0588,0,0.9853,0,0.0147,0,0.9706,0,0,0.0294,0,low(85-95)
SOUTH WASHINGTON COUNTY,VALLEY CROSSING ELEMENTARY,102,0.9314,0.0098,0.049,0.0098,0.9412,0,0.049,0.0098,0.9400,0,0.049,0.0098,0.951,0,0.0392,0.0098,0.9314,0.0098,0,0.049,0.0098,low(85-95)
CENTENNIAL,GOLDEN LAKE EL.,68,0.9559,0.0147,0.0294,0,0.9412,0.0147,0.0441,0,0.9400,0.0147,0.0441,0,0.9706,0,0.0294,0,0.9265,0.0147,0.0147,0.0441,0,low(85-95)
FILLMORE CENTRAL,FILLMORE CENTRAL EL.,34,0.9706,0.0294,0,0,0.9706,0.0294,0,0,0.9400,0.0294,0.0294,0,1,0,0,0,0.9412,0.0294,0,0.0294,0,low(85-95)
DETROIT LAKES,ROSSMAN EL.,103,0.932,0.0194,0.0485,0,0.932,0.0194,0.0485,0,0.9400,0.0194,0.0388,0,0.9612,0,0.0388,0,0.9806,0.0194,0,0,0,low(85-95)
BLOOMINGTON,POPLAR BRIDGE EL.,86,0.9419,0.0116,0.0465,0,0.9419,0.0116,0.0465,0,0.9400,0.0116,0.0465,0,0.9651,0,0.0349,0,0.9651,0,0,0.0349,0,low(85-95)
MINNETONKA,CLEAR SPRINGS ELEMENTARY,172,0.9419,0.0291,0.0233,0.0058,0.9593,0.0291,0.0116,0,0.9400,0.0233,0.0233,0.0116,0.9593,0.0116,0.0233,0.0058,0.907,0.0349,0.0058,0.0291,0.0233,low(85-95)
ST. PAUL,VENTO,86,0.9535,0.0465,0,0,0.9535,0.0465,0,0,0.9400,0.0465,0.0116,0,0.9884,0.0116,0,0,0.9419,0.0581,0,0,0,low(85-95)
BARNUM,BARNUM EL.,52,0.9231,0.0192,0.0577,0,0.9231,0.0192,0.0577,0,0.9400,0.0192,0.0385,0,0.9423,0.0385,0.0192,0,0.9038,0.0577,0,0.0385,0,low(85-95)
NORTH ST PAUL-MAPLEWOOD,SKYVIEW COMMUNITY EL.,87,0.954,0,0,0.046,0.954,0,0.046,0,0.9400,0,0.046,0.0115,0.9655,0,0.0345,0,0.954,0,0,0.046,0,low(85-95)
ST. ANTHONY-NEW BRIGHTON,ST CHARLES BORROMEO,35,0.8571,0.1429,0,0,0.9143,0.0857,0,0,0.9400,0.0571,0,0,0.9143,0.0857,0,0,0.8571,0.1429,0,0,0,low(85-95)
OSSEO,ZANEWOOD COMMUNITY SCHOOL,70,0.9286,0.0714,0,0,0.9286,0.0714,0,0,0.9400,0.0571,0,0,0.9714,0.0286,0,0,0.9429,0.0571,0,0,0,low(85-95)
WATERVILLE-ELYSIAN-MORRISTOWN,WATERVILLE EL.,53,0.9623,0.0189,0.0189,0,0.9434,0.0189,0.0377,0,0.9400,0.0189,0.0377,0,0.9623,0.0189,0.0189,0,0.8868,0.0189,0.0189,0.0566,0.0189,low(85-95)
EDEN PRAIRIE,OAK POINT EL.,89,0.9438,0.0225,0.0337,0,0.9213,0.0337,0.0337,0.0112,0.9400,0.0225,0,0.0337,0.9775,0,0.0225,0,0.9213,0.0449,0,0.0337,0,low(85-95)
ELK RIVER,ST ANDREWS CATHOLIC SCHOOL,18,0.9444,0,0.0556,0,0.9444,0,0.0556,0,0.9400,0,0.0556,0,0.8889,0,0.1111,0,0.9444,0,0,0.0556,0,low(85-95)
PRIOR LAKE-SAVAGE AREA SCHOOLS,ST MICHAELS CATHOLIC,18,0.9444,0,0.0556,0,0.9444,0,0.0556,0,0.9400,0,0.0556,0,0.9444,0,0.0556,0,0.9444,0,0,0.0556,0,low(85-95)
REDWOOD FALLS AREA SCHOOLS,ST JOHN LUTHERAN,18,0.9444,0,0.0556,0,0.9444,0,0.0556,0,0.9400,0,0.0556,0,0.9444,0,0.0556,0,0.9444,0,0.0556,0,0,low(85-95)
BLOOMINGTON,WESTWOOD EL.,72,0.9861,0,0.0139,0,0.9861,0,0.0139,0,0.9400,0,0.0556,0,0.9861,0,0.0139,0,0.9861,0,0,0.0139,0,low(85-95)
ADRIAN,ADRIAN ELEMENTARY,36,0.9167,0.0556,0.0278,0,0.9722,0,0.0278,0,0.9400,0.0278,0.0278,0,0.9722,0,0.0278,0,0.9444,0.0278,0,0.0278,0,low(85-95)
MELROSE,ST MARY,18,0.9444,0.0556,0,0,0.9444,0.0556,0,0,0.9400,0.0556,0,0,1,0,0,0,0.9444,0.0556,0,0,0,low(85-95)
ALBERT LEA,HALVERSON EL.,54,0.9444,0.0556,0,0,0.9259,0.0741,0,0,0.9400,0.0556,0,0,0.963,0.037,0,0,0.9259,0.0741,0,0,0,low(85-95)
ROSEMOUNT-APPLE VALLEY-EAGAN,ECHO PARK EL.,127,0.9764,0,0.0236,0,0.9764,0,0.0236,0,0.9400,0.0157,0.0394,0,0.9685,0.0157,0.0157,0,0.9764,0,0,0.0236,0,low(85-95)
WACONIA,BAYVIEW ELEMENTARY,91,0.9451,0,0.0549,0,0.9451,0,0.0549,0,0.9500,0,0.0549,0,0.967,0,0.033,0,0.9341,0,0,0.0659,0,95 and above
DULUTH PUBLIC SCHOOLS ACADEMY,NORTH STAR,91,0.9451,0.044,0.011,0,0.9451,0.044,0.011,0,0.9500,0.044,0.011,0,0.967,0.011,0.022,0,0.9341,0.0549,0,0.011,0,95 and above
MINNEAPOLIS,ANNUNCIATION,37,0.973,0,0.027,0,0.9459,0,0.0541,0,0.9500,0,0.0541,0,0.973,0,0.027,0,0.9459,0,0,0.0541,0,95 and above
SHAKOPEE,SWEENEY EL.,112,0.9554,0.0089,0.0357,0,0.9375,0.0089,0.0536,0,0.9500,0.0089,0.0446,0,0.9464,0,0.0536,0,0.9286,0.0179,0,0.0536,0,95 and above
ELK RIVER,HASSAN ELEMENTARY,112,0.9732,0,0.0268,0,0.9464,0.0179,0.0357,0,0.9500,0.0179,0.0357,0,0.9732,0.0089,0.0179,0,0.9286,0.0179,0,0.0446,0.0089,95 and above
BURNSVILLE,HIDDEN VALLEY EL.,75,0.9733,0.0133,0.0133,0,0.9733,0.0133,0.0133,0,0.9500,0,0.0533,0,0.9733,0.0133,0.0133,0,0.9733,0.0133,0,0.0133,0,95 and above
RICHFIELD,SHERIDAN HILLS EL.,75,0.96,0.0133,0.0267,0,0.96,0.0133,0.0267,0,0.9500,0.04,0.0133,0,0.9733,0.0133,0.0133,0,0.9333,0.0533,0,0.0133,0,95 and above
BLOOMINGTON,RIDGEVIEW EL.,57,0.9474,0,0.0526,0,0.9474,0,0.0526,0,0.9500,0,0.0526,0,0.9474,0,0.0526,0,0.9474,0,0,0.0526,0,95 and above
NEW PRAGUE AREA SCHOOLS,EAGLE VIEW ELEMENTARY,76,0.9342,0,0.0526,0.0132,0.9605,0,0.0395,0,0.9500,0,0.0526,0,0.9342,0,0.0658,0,0.9079,0.0132,0,0.0658,0.0132,95 and above
ROSEMOUNT-APPLE VALLEY-EAGAN,THOMAS LAKE EL.,76,0.9737,0,0.0263,0,0.9605,0,0.0395,0,0.9500,0,0.0526,0,0.9474,0,0.0526,0,0.9342,0,0,0.0658,0,95 and above
ST. PAUL,JIE MING MANDARIN IMMERSION ACADEMY,76,0.9605,0.0132,0.0263,0,0.9079,0.0658,0.0263,0,0.9500,0.0263,0.0263,0,0.9474,0.0263,0.0263,0,0.9079,0.0526,0,0.0395,0,95 and above
MEDFORD,MEDFORD EL.,57,0.9474,0.0175,0.0351,0,0.9474,0.0175,0.0351,0,0.9500,0.0351,0.0175,0,1,0,0,0,0.9298,0.0351,0.0175,0.0175,0,95 and above
AURORA CHARTER SCHOOL,AURORA CHARTER SCHOOL,38,0.9474,0.0526,0,0,0.9474,0.0526,0,0,0.9500,0.0526,0,0,0.9737,0.0263,0,0,0.9211,0.0789,0,0,0,95 and above
