school_district,school_name,K_enroll,DTAP_pct_vac,DTAP_partial_nodoses,DTAP_pct_nonmedical,DTAP_pct_medical,POLIO_pct_vac,POLIO_partial_nodoses,POLIO_pct_nonmedical,POLIO_pct_medical,MMR_pct_vac,MMR_pct_nodoses,MMR_pct_nonmedical,MMR_pct_medical,HEPB_pct_vac,HEPB_pct_partial_nodoses,HEPB_pct_nonmedical,HEPB_pct_medical,VARICEL_pct_vac,VARICEL_partial_nodoses,VARICEL_pct_disease_history,VARICEL_pct_nonmedical,VARICEL_pct_medical,category
LANCASTER,LANCASTER EL.,15,0.8667,0.1333,0,0,0.8667,0.1333,0,0,0.8700,0.1333,0,0,1,0,0,0,0.8667,0.1333,0,0,0,low(85-95)
ST. PAUL,HEIGHTS,75,0.8533,0.1467,0,0,0.88,0.12,0,0,0.8700,0.1333,0,0,0.9333,0.0667,0,0,0.8667,0.1333,0,0,0,low(85-95)
PERHAM,HEART OF THE LAKE EL.,106,0.8679,0.1038,0.0283,0,0.8774,0.1038,0.0189,0,0.8700,0.1132,0.0189,0,0.9245,0.0566,0.0189,0,0.8585,0.1226,0,0.0189,0,low(85-95)
CLEVELAND PUBLIC SCHOOL,CLEVELAND PUBLIC SCHOOL,38,0.8684,0.0263,0.1053,0,0.8684,0.0263,0.1053,0,0.8700,0.0263,0.1053,0,0.8684,0.0263,0.1053,0,0.8684,0.0263,0,0.1053,0,low(85-95)
BRANDON – EVANSVILLE,BRANDON-EVANSVILLE ELEM K-3,46,0.8696,0.0652,0.0652,0,0.8913,0.0652,0.0435,0,0.8700,0.0652,0.0652,0,0.8696,0.0652,0.0652,0,0.8696,0.0652,0,0.0652,0,low(85-95)
MINNEAPOLIS,BRYN MAWR EL.,54,0.8519,0.1481,0,0,0.8889,0.1111,0,0,0.8700,0.1296,0,0,0.9815,0.0185,0,0,0.8704,0.1296,0,0,0,low(85-95)
YINGHAU,YINGHUA ACADEMY,85,0.8706,0.0235,0.1059,0,0.8706,0.0235,0.1059,0,0.8700,0.0235,0.1059,0,0.8941,0.0118,0.0941,0,0.8706,0.0235,0,0.1059,0,low(85-95)
OWATONNA,ST MARYS - MARIAN,31,0.871,0.0968,0.0323,0,0.9032,0.0645,0.0323,0,0.8700,0.0968,0.0323,0,0.9355,0.0323,0.0323,0,0.871,0.0968,0,0.0323,0,low(85-95)
BELGRADE-BROOTEN-ELROSA,BELGRADE-BROOTEN-ELROSA EL.,39,0.8718,0.1026,0.0256,0,0.8462,0.1026,0.0513,0,0.8700,0.1026,0.0256,0,0.8718,0.0769,0.0513,0,0.8462,0.1026,0,0.0513,0,low(85-95)
GRAND MEADOW,GRAND MEADOW ELEMENTARY,39,0.8718,0.1026,0.0256,0,0.8718,0.1026,0.0256,0,0.8700,0.1026,0.0256,0,0.8718,0.1026,0.0256,0,0.8718,0.1026,0,0.0256,0,low(85-95)
MINNEAPOLIS,BARTON OPEN EL.,78,0.8846,0.1154,0,0,0.8718,0.1282,0,0,0.8700,0.1154,0.0128,0,0.8846,0.1026,0.0128,0,0.8846,0.1026,0,0.0128,0,low(85-95)
"PARTNERSHIP ACADEMY, INC","PARTNERSHIP ACADEMY, INC",39,0.7949,0.2051,0,0,0.8205,0.1795,0,0,0.8700,0.1282,0,0,0.9744,0.0256,0,0,0.8718,0.1282,0,0,0,low(85-95)
DILWORTH-GLYNDON-FELTON,DILWORTH EL.,102,0.8627,0.1373,0,0,0.9118,0.0882,0,0,0.8700,0.1275,0,0,0.9314,0.0686,0,0,0.8627,0.1373,0,0,0,low(85-95)
ROSEVILLE,CENTRAL PARK EL.,71,0.8732,0.1268,0,0,0.8873,0.1127,0,0,0.8700,0.1268,0,0,0.9859,0.0141,0,0,0.831,0.169,0,0,0,low(85-95)
BELLE PLAINE,TRINITY LUTHERAN,8,0.875,0,0.125,0,0.875,0,0.125,0,0.8800,0,0.125,0,0.875,0,0.125,0,0.875,0,0,0.125,0,low(85-95)
MOUNTAIN LAKE,MOUNTAIN LAKE CHRISTIAN,8,0.875,0,0.125,0,0.875,0,0.125,0,0.8800,0,0.125,0,0.75,0,0.25,0,0.875,0,0,0.125,0,low(85-95)
ST. CLOUD,MONTESSORI SCHOOL OF ST CLOUD I,8,0.875,0,0.125,0,0.875,0,0.125,0,0.8800,0,0.125,0,1,0,0,0,0.875,0,0,0.125,0,low(85-95)
FERGUS FALLS,OUR LADY OF VICTORY,16,0.8125,0,0.1875,0,0.875,0,0.125,0,0.8800,0,0.125,0,0.75,0.0625,0.1875,0,0.8125,0,0,0.1875,0,low(85-95)
GLENCOE-SILVER LAKE,FIRST EV LUTHERAN,16,0.875,0,0.125,0,0.875,0.0625,0.0625,0,0.8800,0,0.125,0,0.875,0,0.125,0,0.875,0,0,0.125,0,low(85-95)
MARTIN COUNTY WEST,TRIMONT EL.,16,0.875,0,0.125,0,0.875,0,0.125,0,0.8800,0,0.125,0,0.9375,0,0.0625,0,0.875,0,0,0.125,0,low(85-95)
SOUTHLAND,SACRED HEART,16,0.875,0,0.125,0,0.875,0,0.125,0,0.8800,0,0.125,0,0.875,0,0.125,0,0.875,0,0,0.125,0,low(85-95)
KERKHOVEN-MURDOCK-SUNBURG,MURDOCK EL.,56,0.875,0.0893,0.0357,0,0.9107,0.0536,0.0357,0,0.8800,0.0714,0.0536,0,0.9464,0.0179,0.0357,0,0.875,0.0893,0,0.0357,0,low(85-95)
MINNEAPOLIS,ARMATAGE EL.,104,0.8942,0.0673,0.0385,0,0.8846,0.0769,0.0385,0,0.8800,0.0769,0.0481,0,0.9231,0.0481,0.0288,0,0.8654,0.0769,0.0192,0.0385,0,low(85-95)
ST. PAUL,MATERNITY OF MARY/ST ANDREW,24,0.875,0.0833,0.0417,0,0.8333,0.0833,0.0833,0,0.8800,0.0833,0.0417,0,0.9167,0,0.0833,0,0.8333,0.0833,0,0.0833,0,low(85-95)
EDGERTON,EDGERTON EL.,40,0.875,0.1,0.025,0,0.9,0.075,0.025,0,0.8800,0.1,0.025,0,0.95,0.05,0,0,0.825,0.15,0,0.025,0,low(85-95)
DELANO,ST MAXIMILIAN KOLBE,8,0.875,0.125,0,0,0.875,0.125,0,0,0.8800,0.125,0,0,0.875,0.125,0,0,0.875,0.125,0,0,0,low(85-95)
ELK RIVER,ST JOHNS LUTHERAN,8,1,0,0,0,0.875,0.125,0,0,0.8800,0.125,0,0,1,0,0,0,0.875,0.125,0,0,0,low(85-95)
TRI-CITY UNITED SCHOOL DISTRICT,HOLY REDEEMER,8,0.875,0.125,0,0,0.875,0.125,0,0,0.8800,0.125,0,0,0.875,0.125,0,0,0.875,0.125,0,0,0,low(85-95)
LAFAYETTE PUBLIC CHARTER,LAFAYETTE PUBLIC CHARTER SCHOOL,16,0.875,0.125,0,0,0.875,0.125,0,0,0.8800,0.125,0,0,1,0,0,0,0.875,0.125,0,0,0,low(85-95)
MARSHALL,HOLY REDEEMER,24,0.875,0.125,0,0,0.875,0.125,0,0,0.8800,0.125,0,0,1,0,0,0,0.875,0.125,0,0,0,low(85-95)
NICOLLET,NICOLLET EL.,24,0.9583,0.0417,0,0,1,0,0,0,0.8800,0.125,0,0,1,0,0,0,0.875,0.125,0,0,0,low(85-95)
ST. CLOUD MATH & SCIENCE ACADEMY,ST. CLOUD MATH & SCIENCE ACADEMY,40,0.9,0.1,0,0,0.875,0.125,0,0,0.8800,0.125,0,0,0.85,0.15,0,0,0.875,0.125,0,0,0,low(85-95)
MINNETONKA,MINNEWASHTA EL.,161,0.8634,0.0062,0.1242,0.0062,0.8447,0.0186,0.1304,0.0062,0.8800,0,0.1118,0.0124,0.8323,0.0248,0.1366,0.0062,0.8634,0,0,0.1242,0.0124,low(85-95)
ELY,WASHINGTON EL.,49,0.9796,0,0,0.0204,0.8571,0.1224,0,0.0204,0.8800,0.102,0,0.0204,0.8776,0.102,0,0.0204,0.8367,0.1429,0,0,0.0204,low(85-95)
ADA-BORUP,ADA EL.,41,0.878,0.122,0,0,0.878,0.122,0,0,0.8800,0.122,0,0,1,0,0,0,0.878,0.122,0,0,0,low(85-95)
BURNSVILLE,GIDEON POND EL.,91,0.967,0.022,0.011,0,0.967,0.022,0.011,0,0.8800,0.033,0.0879,0,0.967,0.022,0.011,0,0.9451,0.033,0,0.022,0,low(85-95)
ST. PAUL,MISSISSIPPI,91,0.8681,0.1099,0.022,0,0.8901,0.0879,0.022,0,0.8800,0.0989,0.022,0,0.9451,0.033,0.022,0,0.8791,0.0989,0,0.022,0,low(85-95)
"INTERNATIONAL SPANISH LANGUAGE ACADEMY
",INTERNATIONAL SPANISH LANGUAGE ACADEMY,50,0.9,0,0.08,0.02,0.88,0.02,0.08,0.02,0.8800,0.02,0.08,0.02,0.88,0.02,0.08,0.02,0.88,0,0,0.1,0.02,low(85-95)
DULUTH PUBLIC SCHOOLS ACADEMY,RALEIGH EDISON CHARTER SCHOOL,50,0.86,0.1,0.04,0,0.86,0.1,0.04,0,0.8800,0.08,0.04,0,0.86,0.1,0.04,0,0.86,0.1,0,0.04,0,low(85-95)
NEVIS,NEVIS ELEMENTARY,42,0.8333,0,0.1667,0,0.8333,0,0.1667,0,0.8800,0,0.119,0,0.9048,0,0.0952,0,0.8333,0,0,0.1667,0,low(85-95)
BUFFALO,DISCOVERY EL.,42,0.9286,0,0.0714,0,0.9286,0,0.0714,0,0.8800,0,0.0714,0.0476,0.9286,0,0.0714,0,0.8571,0,0,0.0952,0.0476,low(85-95)
HOPKINS,EISENHOWER EL.,59,0.9153,0.0339,0.0508,0,0.9322,0.0339,0.0169,0.0169,0.8800,0.0339,0.0678,0.0169,0.9322,0.0339,0.0169,0.0169,0.8983,0.0339,0,0.0508,0.0169,low(85-95)
ST. PAUL,CHELSEA HEIGHTS,76,0.8816,0.0789,0.0395,0,0.8816,0.0789,0.0395,0,0.8800,0.0658,0.0526,0,0.9605,0,0.0395,0,0.8553,0.1053,0,0.0395,0,low(85-95)
WRENSHALL,WRENSHALL EL.,34,0.8824,0.0294,0.0882,0,0.8529,0.0588,0.0882,0,0.8800,0.0294,0.0882,0,0.8824,0.0294,0.0882,0,0.8824,0.0294,0,0.0882,0,low(85-95)
EDINA,CALVIN CHRISTIAN - EDINA,17,0.8824,0.1176,0,0,0.9412,0.0588,0,0,0.8800,0.0588,0.0588,0,0.8824,0.1176,0,0,0.8824,0.0588,0,0.0588,0,low(85-95)
PIERZ,HOLY TRINITY,17,0.8824,0.0588,0.0588,0,0.8824,0.0588,0.0588,0,0.8800,0.0588,0.0588,0,0.8824,0.0588,0.0588,0,0.8235,0.0588,0.0588,0.0588,0,low(85-95)
NORTH ST PAUL-MAPLEWOOD,CHRIST LUTHERAN,17,0.8824,0.1176,0,0,0.8824,0.1176,0,0,0.8800,0.1176,0,0,0.8824,0.1176,0,0,0.8824,0.1176,0,0,0,low(85-95)
CHISHOLM,VAUGHAN EL.,43,0.8837,0.093,0.0233,0,0.8837,0.093,0.0233,0,0.8800,0.093,0.0233,0,0.9302,0.0465,0.0233,0,0.8605,0.093,0.0233,0.0233,0,low(85-95)
MOORHEAD,ELLEN HOPKINS ELEMENTARY,155,0.8968,0.0774,0.0258,0,0.8839,0.0903,0.0258,0,0.8800,0.0903,0.0258,0,0.929,0.0452,0.0258,0,0.8839,0.0839,0.0065,0.0258,0,low(85-95)
GRAND RAPIDS,FOREST LAKE EL.,69,0.8841,0,0.1159,0,0.8696,0.0145,0.1159,0,0.8800,0,0.1159,0,0.9275,0.029,0.0435,0,0.8551,0.0145,0,0.1304,0,low(85-95)
AITKIN,RIPPLESIDE EL.,95,0.8632,0.1053,0.0316,0,0.8632,0.1053,0.0316,0,0.8800,0.0842,0.0316,0,0.9684,0,0.0316,0,0.8421,0.1158,0.0211,0.0211,0,low(85-95)
ST. LOUIS PARK,TORAH ACADEMY,26,0.8462,0.0385,0.1154,0,0.8846,0,0.1154,0,0.8800,0,0.1154,0,0.8462,0.0385,0.1154,0,0.8462,0,0.0385,0.1154,0,low(85-95)
ULEN-HITTERDAL,ULEN-HITTERDAL EL.,26,0.8846,0.1154,0,0,0.8846,0.1154,0,0,0.8800,0.1154,0,0,0.9615,0.0385,0,0,0.8846,0.1154,0,0,0,low(85-95)
MINNEAPOLIS,LUCY CRAFT LANEY,70,0.8286,0.1714,0,0,0.9,0.1,0,0,0.8900,0.1143,0,0,0.9286,0.0714,0,0,0.8857,0.1143,0,0,0,low(85-95)
LITCHFIELD,LAKE RIPLEY EL.,123,0.9024,0.0407,0.0569,0,0.9024,0.0407,0.0569,0,0.8900,0.0569,0.0569,0,0.9268,0.0163,0.0569,0,0.878,0.0569,0.0081,0.0569,0,low(85-95)
BRAINERD,NISSWA EL.,44,0.8636,0.0455,0.0909,0,0.8636,0.0455,0.0909,0,0.8900,0.0227,0.0909,0,0.8864,0.0682,0.0455,0,0.8182,0.0455,0.0227,0.1136,0,low(85-95)
ELK RIVER,MARY QUEEN OF PEACE CATHOLIC SCHOOL,9,0.8889,0,0.1111,0,0.8889,0,0.1111,0,0.8900,0,0.1111,0,0.8889,0,0.1111,0,0.7778,0,0,0.2222,0,low(85-95)
GRYGLA,GRYGLA EL.,9,0.8889,0,0.1111,0,0.8889,0,0.1111,0,0.8900,0,0.1111,0,0.8889,0,0.1111,0,0.8889,0,0,0.1111,0,low(85-95)
ST. PAUL,JEAN LYLE CHILDRENS CENTER,9,0.8889,0,0.1111,0,0.8889,0,0.1111,0,0.8900,0,0.1111,0,0.7778,0,0.2222,0,0.8889,0,0,0.1111,0,low(85-95)
FOREST LAKE,MONTESSORI PROGRAM,18,0.8889,0,0.1111,0,0.8889,0,0.1111,0,0.8900,0,0.1111,0,0.8889,0,0.1111,0,0.8889,0,0,0.1111,0,low(85-95)
NEW PRAGUE AREA SCHOOLS,ST WENCESLAUS,18,0.8889,0,0.1111,0,0.8889,0,0.1111,0,0.8900,0,0.1111,0,0.8889,0,0.1111,0,0.8333,0,0.0556,0.1111,0,low(85-95)
ST. LOUIS PARK,MINNEAPOLIS JEWISH DAY SCHOOL,18,0.8889,0,0.1111,0,0.8889,0,0.1111,0,0.8900,0,0.1111,0,0.8889,0,0.1111,0,0.7778,0,0,0.2222,0,low(85-95)
ROCORI,ST BONIFACE,27,0.8519,0,0.1481,0,0.8148,0,0.1852,0,0.8900,0,0.1111,0,0.8519,0,0.1481,0,0.8148,0,0,0.1852,0,low(85-95)
MINNEAPOLIS,PILLSBURY EL.,63,0.9365,0.0635,0,0,0.9524,0.0476,0,0,0.8900,0.0476,0.0635,0,0.9683,0.0317,0,0,0.9365,0.0476,0,0.0159,0,low(85-95)
ALBERT LEA,ST THEODORES EL,9,0.8889,0.1111,0,0,0.8889,0.1111,0,0,0.8900,0.1111,0,0,1,0,0,0,0.8889,0.1111,0,0,0,low(85-95)
HOWARD LAKE-WAVERLY-WINSTED,ST JAMES LUTHERAN,9,0.7778,0.2222,0,0,0.8889,0.1111,0,0,0.8900,0.1111,0,0,0.7778,0.2222,0,0,0.7778,0.2222,0,0,0,low(85-95)
ST. CLOUD,ALL SAINTS ACADEMY - ST. JOSEPH,18,0.8889,0.1111,0,0,0.8889,0.1111,0,0,0.8900,0.1111,0,0,0.8889,0,0.1111,0,0.7778,0.1111,0,0.1111,0,low(85-95)
EDINA,GOLDEN YEARS MONTESSORI,27,0.9259,0.0741,0,0,0.9259,0.0741,0,0,0.8900,0.1111,0,0,0.9259,0.0741,0,0,0.8889,0.1111,0,0,0,low(85-95)
ROCHESTER,ROCHESTER CENTRAL LUTHERAN,27,0.9259,0.0741,0,0,0.8889,0.1111,0,0,0.8900,0.1111,0,0,0.963,0.037,0,0,0.8519,0.1481,0,0,0,low(85-95)
ANOKA-HENNEPIN,DAYTON EL.,72,0.875,0.125,0,0,0.875,0.125,0,0,0.8900,0.1111,0,0,0.9306,0.0694,0,0,0.875,0.125,0,0,0,low(85-95)
ST. CLOUD,TALAHI COMMUNITY EL.,90,0.8444,0.1333,0.0222,0,0.8889,0.1111,0,0,0.8900,0.1111,0,0,0.9778,0.0222,0,0,0.8778,0.1222,0,0,0,low(85-95)
ANOKA-HENNEPIN,MONROE EL.,82,0.9024,0.0732,0.0244,0,0.9512,0.0244,0.0244,0,0.8900,0.0854,0.0244,0,0.9634,0.0122,0.0244,0,0.8659,0.0976,0.0122,0.0244,0,low(85-95)
HIAWATHA LEADERSHIP ACADEMY,HIAWATHA LEADERSHIP ACADEMY-MORRIS PARK,55,0.8545,0.1455,0,0,0.8727,0.1273,0,0,0.8900,0.1091,0,0,0.8909,0.1091,0,0,0.8909,0.1091,0,0,0,low(85-95)
ST. PAUL,CROSSROADS SCIENCE,46,0.8478,0.1522,0,0,0.8478,0.1522,0,0,0.8900,0.087,0.0217,0,0.9348,0.0652,0,0,0.8696,0.1304,0,0,0,low(85-95)
MINNEAPOLIS,LORING EL.,74,0.8784,0.0946,0.027,0,0.8784,0.0811,0.0405,0,0.8900,0.0811,0.027,0,0.9595,0,0.0405,0,0.8784,0.0946,0,0.027,0,low(85-95)
MINNEAPOLIS,HALL EL.,37,0.8649,0.1351,0,0,0.8649,0.1351,0,0,0.8900,0.1081,0,0,0.973,0.027,0,0,0.8919,0.1081,0,0,0,low(85-95)
FOREST LAKE,SCANDIA EL.,56,0.875,0,0.1071,0.0179,0.875,0,0.1071,0.0179,0.8900,0,0.0893,0.0179,0.875,0,0.1071,0.0179,0.875,0,0,0.1071,0.0179,low(85-95)
ATHLOS LEADERSHIP ACADEMY,ATHLOS LEADERSHIP ACADEMY,103,0.9029,0.0874,0.0097,0,0.9126,0.0777,0.0097,0,0.8900,0.0971,0.0097,0,0.9515,0.0388,0.0097,0,0.8932,0.0971,0,0.0097,0,low(85-95)
RANDOLPH,RANDOLPH EL.,47,0.8936,0,0.1064,0,0.8936,0,0.1064,0,0.8900,0,0.1064,0,0.8936,0,0.1064,0,0.8936,0,0,0.1064,0,low(85-95)
ST. PAUL,JOHN A. JOHNSON,66,0.8939,0.1061,0,0,0.9091,0.0909,0,0,0.8900,0.1061,0,0,0.9848,0.0152,0,0,0.9091,0.0909,0,0,0,low(85-95)
NORTH ST PAUL-MAPLEWOOD,ST PETER,19,0.8947,0,0.1053,0,0.8947,0,0.1053,0,0.8900,0,0.1053,0,0.8947,0,0.1053,0,0.8947,0,0,0.1053,0,low(85-95)
SWANVILLE,SWANVILLE EL.,19,0.8947,0,0.1053,0,0.8947,0,0.1053,0,0.8900,0,0.1053,0,0.8947,0,0.1053,0,0.8947,0,0,0.1053,0,low(85-95)
WILLMAR,COMMUNITY CHRISTIAN,19,0.8947,0.1053,0,0,0.8947,0.1053,0,0,0.8900,0.1053,0,0,1,0,0,0,0.8947,0.1053,0,0,0,low(85-95)
FAIRMONT AREA SCHOOLS,FAIRMONT ELEMENTARY,105,0.8952,0.0857,0.019,0,0.9048,0.0667,0.0286,0,0.9000,0.0857,0.019,0,0.9429,0.0286,0.0286,0,0.8381,0.1333,0,0.0286,0,low(85-95)
BRECKENRIDGE,BRECKENRIDGE EL.,48,0.8958,0.1042,0,0,0.8958,0.1042,0,0,0.9000,0.1042,0,0,0.9375,0.0625,0,0,0.8958,0.1042,0,0,0,low(85-95)
A.C.G.C.,A.C.G.C. EL.,58,0.8966,0.0517,0.0517,0,0.8966,0.0517,0.0517,0,0.9000,0.0517,0.0517,0,0.9138,0.0517,0.0345,0,0.9138,0.0517,0,0.0345,0,low(85-95)
PINE CITY,PINE CITY ELEM2,107,0.9252,0.0374,0.0374,0,0.9252,0.0374,0.0374,0,0.9000,0.0374,0.0561,0.0093,0.9533,0.0187,0.028,0,0.8972,0.0374,0,0.0561,0.0093,low(85-95)
MINNEAPOLIS,CARONDELET CATHOLIC,39,0.8974,0.0256,0.0769,0,0.8974,0.0256,0.0769,0,0.9000,0.0256,0.0769,0,0.8462,0.0769,0.0769,0,0.8718,0.0256,0.0256,0.0769,0,low(85-95)
ROSEVILLE,E.D. WILLIAMS EL.,78,0.8846,0.0897,0.0256,0,0.8718,0.1026,0.0256,0,0.9000,0.0769,0.0256,0,0.9231,0.0513,0.0256,0,0.8846,0.0769,0,0.0256,0.0128,low(85-95)
ST. CLOUD,WESTWOOD EL.,78,0.8974,0.0769,0.0256,0,0.8974,0.0769,0.0256,0,0.9000,0.0769,0.0256,0,0.9615,0.0256,0.0128,0,0.8718,0.0897,0.0128,0.0256,0,low(85-95)
URBAN ACADEMY CHARTER SCHOOL,URBAN ACADEMY CHARTER SCHOOL,39,0.8718,0.1282,0,0,0.8974,0.1026,0,0,0.9000,0.1026,0,0,0.9231,0.0769,0,0,0.8974,0.1026,0,0,0,low(85-95)
SHAKOPEE,EAGLE CREEK,127,0.9291,0.0315,0.0394,0,0.9213,0.0315,0.0472,0,0.9000,0.0551,0.0472,0,0.9528,0.0315,0.0157,0,0.9055,0.0394,0.0079,0.0472,0,low(85-95)
WINONA AREA PUBLIC SCHOOLS,WINONA AREA CATHOLIC,49,0.9184,0.0816,0,0,0.9184,0.0816,0,0,0.9000,0.0816,0,0.0204,1,0,0,0,0.898,0.0816,0,0,0.0204,low(85-95)
BEMIDJI,PAUL BUNYAN ELEMENTARY,226,0.885,0.0752,0.0398,0,0.8938,0.0664,0.0398,0,0.9000,0.0619,0.0398,0,0.9513,0.0177,0.031,0,0.8894,0.0708,0,0.0398,0,low(85-95)
BUFFALO,PARKSIDE EL.,59,0.8814,0.0339,0.0847,0,0.8983,0.0169,0.0847,0,0.9000,0.0169,0.0847,0,0.9322,0,0.0678,0,0.8644,0.0169,0.0169,0.1017,0,low(85-95)
ROCHESTER,CHURCHILL EL.,79,0.9241,0,0.0759,0,0.9241,0,0.0759,0,0.9000,0,0.1013,0,0.8987,0,0.0633,0.038,0.9114,0,0.0127,0.0759,0,low(85-95)
MINNEAPOLIS,NORTHROP EL.,79,0.8734,0.1013,0.0253,0,0.8861,0.0886,0.0253,0,0.9000,0.0886,0.0127,0,0.9114,0.0633,0.0253,0,0.9114,0.0633,0,0.0253,0,low(85-95)
ROSEVILLE,LITTLE CANADA EL.,79,0.9747,0.0253,0,0,0.8861,0.1139,0,0,0.9000,0.1013,0,0,0.962,0.038,0,0,0.8734,0.1266,0,0,0,low(85-95)
SPRINGFIELD,ST RAPHAEL,10,1,0,0,0,1,0,0,0,0.9000,0,0.1,0,1,0,0,0,0.9,0,0,0.1,0,low(85-95)
STILLWATER,ST CROIX CATHOLIC,30,0.9,0,0.1,0,0.9,0,0.1,0,0.9000,0,0.1,0,0.9,0,0.1,0,0.9,0,0,0.1,0,low(85-95)
MANKATO,BRIDGES ELEMENTARY,40,0.875,0.025,0.1,0,0.875,0.025,0.1,0,0.9000,0,0.1,0,0.9,0.025,0.075,0,0.9,0,0,0.1,0,low(85-95)
ROBBINSDALE,NOBLE EL.,50,0.92,0.02,0.06,0,0.94,0,0.06,0,0.9000,0.02,0.08,0,0.94,0,0.06,0,0.92,0.02,0,0.06,0,low(85-95)
SEVEN HILLS CLASSICAL ACADEMY,SEVEN HILLS PREPATORY ACADEMY - LOWER,100,0.89,0.02,0.09,0,0.92,0.02,0.06,0,0.9000,0.02,0.08,0,0.91,0.03,0.06,0,0.88,0.04,0,0.08,0,low(85-95)
SOUTH WASHINGTON COUNTY,NEW LIFE ACADEMY,30,0.9333,0,0.0667,0,0.9333,0,0.0667,0,0.9000,0,0.0667,0.0333,0.9333,0,0.0667,0,0.8667,0,0.0333,0.0667,0.0333,low(85-95)
HOPKINS,GATEWOOD EL.,70,0.9,0.0714,0.0286,0,0.9429,0.0286,0.0286,0,0.9000,0.0429,0.0571,0,0.9429,0.0286,0.0286,0,0.9429,0.0286,0,0.0286,0,low(85-95)
SCHOOLCRAFT LEARNING COMMUNITY,SCHOOLCRAFT LEARNING COMMUNITY,20,0.85,0.1,0.05,0,0.85,0.1,0.05,0,0.9000,0.05,0.05,0,0.95,0,0.05,0,0.85,0.1,0,0.05,0,low(85-95)
ST. PAUL,HILL MONTESSORI,90,0.9556,0.0111,0.0333,0,0.9444,0.0222,0.0333,0,0.9000,0.0556,0.0444,0,0.9333,0.0111,0.0556,0,0.9111,0.0444,0,0.0444,0,low(85-95)
HENNING,HENNING SCHOOL,30,0.9,0.0667,0.0333,0,0.9,0.0667,0.0333,0,0.9000,0.0667,0.0333,0,0.9667,0,0.0333,0,0.8667,0.0667,0.0333,0.0333,0,low(85-95)
ALBERT LEA,SIBLEY EL.,70,0.9,0.0857,0.0143,0,0.9,0.0857,0.0143,0,0.9000,0.0857,0.0143,0,0.9857,0,0.0143,0,0.9,0.0857,0,0.0143,0,low(85-95)
NORMAN COUNTY WEST,NORMAN CTY. W. EL.,10,0.9,0.1,0,0,0.9,0.1,0,0,0.9000,0.1,0,0,0.9,0.1,0,0,0.9,0.1,0,0,0,low(85-95)
ST. PAUL,ST. PASCAL BAYLON,10,0.8,0.2,0,0,0.9,0.1,0,0,0.9000,0.1,0,0,0.9,0.1,0,0,0.9,0.1,0,0,0,low(85-95)
ROCORI,ROCKVILLE EL.,20,0.9,0.1,0,0,0.9,0.1,0,0,0.9000,0.1,0,0,0.9,0.1,0,0,0.9,0.1,0,0,0,low(85-95)
SOJOURNER TRUTH ACADEMY,SOJOURNER TRUTH ACADEMY,30,0.9333,0.0667,0,0,0.9333,0.0667,0,0,0.9000,0.1,0,0,0.9,0.1,0,0,0.9,0.1,0,0,0,low(85-95)
ST. CLOUD,MADISON EL.,121,0.9174,0.0744,0.0083,0,0.9339,0.0579,0.0083,0,0.9000,0.0826,0.0165,0,0.9421,0.0331,0.0083,0.0165,0.8926,0.0826,0.0083,0.0165,0,low(85-95)
OSSEO,CEDAR ISLAND EL.,71,0.9014,0.0141,0.0845,0,0.9155,0,0.0845,0,0.9000,0,0.0986,0,0.9155,0,0.0845,0,0.9014,0,0,0.0986,0,low(85-95)
BLACKDUCK,BLACKDUCK PUBLIC SCHOOL,51,0.9216,0,0.0784,0,0.9216,0,0.0784,0,0.9000,0,0.098,0,0.9216,0,0.0784,0,0.8824,0,0,0.1176,0,low(85-95)
ST. PAUL,GALTIER,51,0.8627,0.1176,0.0196,0,0.8431,0.1373,0.0196,0,0.9000,0.0784,0.0196,0,0.9804,0,0.0196,0,0.8627,0.1176,0,0.0196,0,low(85-95)
ROCKFORD,ROCKFORD EL.,133,0.9023,0.0226,0.0752,0,0.9023,0.0226,0.0752,0,0.9000,0.0226,0.0752,0,0.9248,0.0075,0.0677,0,0.8947,0.0226,0,0.0827,0,low(85-95)
ST. PAUL,ST. PAUL ACADEMY - SUMMIT (LOWER),41,0.9512,0.0244,0.0244,0,0.9512,0.0244,0,0.0244,0.9000,0.0488,0.0244,0.0244,0.9512,0.0244,0.0244,0,0.9268,0.0244,0.0488,0,0,low(85-95)
MINNEAPOLIS,GREEN CENTRAL PARK,41,0.9024,0.0976,0,0,0.9512,0.0488,0,0,0.9000,0.0976,0,0,0.9512,0.0488,0,0,0.878,0.122,0,0,0,low(85-95)
HOPKINS,GOOD SHEPHERD CATHOLIC SCHOOL,31,0.9355,0,0.0645,0,0.9355,0,0.0645,0,0.9000,0,0.0968,0,0.9355,0,0.0645,0,0.9032,0,0,0.0968,0,low(85-95)
ST. PAUL,WELLSTONE,93,0.8925,0.1075,0,0,0.8925,0.1075,0,0,0.9000,0.0968,0,0,0.9462,0.0538,0,0,0.8817,0.1183,0,0,0,low(85-95)
LEROY,LEROY - OSTRANDER PUBLIC SCHOOLS,21,1,0,0,0,0.9048,0,0.0952,0,0.9000,0,0.0952,0,0.9524,0,0.0476,0,0.9524,0,0,0.0476,0,low(85-95)
ROCHESTER,HOLY SPIRIT,21,0.9048,0,0.0952,0,0.9048,0,0.0952,0,0.9000,0,0.0952,0,0.9048,0,0.0952,0,0.9048,0,0,0.0952,0,low(85-95)
